Category;Business Name;Opinions;TrustPilot Score;Subcategories;Adress;City;ZipCode
Deportes;Ripper Seeds;380;4,6;Empresa de camisetas, Tienda de cannabis, Tienda de skateboarding;Carrer de Viladomat 202;Sabadell;08205
Deportes;Pukas Surf Shop;57;4,6;Tienda de surf, Tienda de ropa, Tienda de ropa y equipos para actividades al aire libre, Tienda de patinetas, Tienda de ropa de calle;Calle Mayor, 5;San Sebastián;20003
Deportes;Rti Arms Shop;41;4,6;Tienda de suministros para armas de aire comprimido, Tienda de hobbies, Área para eventos de tiro;;;
Deportes;SkatePro;37;4,6;Tienda de patinetas, Tienda de cometas, Tienda de skateboarding, Tienda de esquís, Tienda de surf, Tienda de deportes de invierno;;;
Deportes;uncanny.life;35;4,6;Tienda de salud y belleza, Tienda de cannabis, Tienda de cosméticos, Tienda de alimentos naturales, Tienda de nutrición deportiva;Calle Fernando el Santo 27;Madrid;28010
Deportes;Ciclismo;31;4,6;Tienda de artículos para deportes al aire libre;Av. Quel 55;Arnedo;26580
Deportes;Venturi Bicycle Technologies;27;4,6;Ciclismo en ruta;San Antonio Maria Clar;Zaragoza;50005
Deportes;Rioot;27;4,6;Tienda de artículos para deportes al aire libre;La Venta 8;San Juan de los Terreros;04648
Deportes;www.snowleader.es;2502;4,5;Deportes;45 rue Saturne;Chavanod;74650
Deportes;Newpadel;526;4,5;Tienda de deportes;;;
Deportes;depor8.com;398;4,5;Tienda de ropa deportiva, Tienda de fútbol, Tienda de deportes;;;
Deportes;Bulevip;372;4,5;Tienda de deportes, Tienda de salud y belleza;C/ Ribera del Beiro S/N (Bajos centro deportivo);Granada;186014
Deportes;Fittest Freakest;283;4,5;Tienda de deportes, Tienda de ropa deportiva, Tienda de calzados;Carrer de la Diputació 343;Barcelona;08009
Deportes;Top Artes Marciales;123;4,5;Tienda de insumos para artes marciales;Plaza Unión Europea, s/n;Finestrat;03509
Deportes;KBIKE Cycling Store;101;4,5;Tienda de artículos para deportes al aire libre;Av. Tenerife 27;San Sebastián de Los Reyes;28703
Deportes;Biciprecio;38;4,5;Ciclismo en ruta, Tienda de artículos para deportes al aire libre;Av. Castellón, 9bajo B;Vila-real;12540
Deportes;Padel Nuestro;7480;4,4;Tienda de insumos para tenis, Tienda de ropa deportiva, Tienda de ropa y equipos para actividades al aire libre, Tienda de deportes, Fabricante de ropa y elementos deportivos;Calle Venezuela parcela 1-17;Alcantarilla;30820
Deportes;Barrabes Ski y Montaña;162;4,4;Tienda de deportes de invierno, Tienda de deportes;Avenida Ranillas 3, Edificio D, oficina 2I;Zaragoza;50013
Deportes;Cornilleau Espana;146;4,4;Tienda de insumos para tenis de mesa;Llull 48-52, 6º - 3;Barcelona;08005
Deportes;Redfitbrand;68;4,4;Tienda de equipos para fitness;rambla del prim 258;Barcelona;08020
Deportes;Mundo-Surf;203;4,3;Tienda de artículos para deportes al aire libre, Tienda de deportes;calle manuel trillo de leyva, 27;Gelves;41120
Deportes;Street Padel;982;4,2;Tienda de insumos para tenis;;;
Deportes;Nootica;876;4,2;Deportes;;;
Deportes;Outletinn;405;4,2;Deportes;C Pirineus 9;Celrà;17460
Deportes;Titanium Strength;85;4,2;Tienda de equipos para fitness;Avinguda de les Corts Catalanes 9;Sant Cugat del Vallès;08173
Deportes;Muchmorefood;69;4,2;Tienda de nutrición deportiva;;;
Deportes;Elhogardelpatinete;31;4,2;Tienda de patinetas;Sanchez Perrier 4 local 3;Sevilla;41009
Deportes;Gymcompany;107;4,1;Tienda de equipos para fitness;;;
Deportes;buceo valencia;56;4,1;Instructor de buceo, Club de buceo; Calle Club Nautico-Pobla Marina;La Pobla de Farnals;46137
Deportes;Orion91;817;4;Tienda de decoración e interiorismo, Ferretería, Tienda de artículos para el hogar, Tienda de patinetas, Tienda de herramientas y troqueles, Tienda de herramientas;Calle la Estación, Pol. Ind. Casals, 8;Xeresa (Valencia);46790
Deportes;SIROKO;785;4;Tienda de gafas de sol, Tienda de artículos para deportes al aire libre;;;
Deportes;Bicimarket;311;4;Ciclismo en ruta, Tienda de deportes;;;
Deportes;Diveinn;6439;3,9;Deportes;C. Pirineus 9;Celrà;17460
Deportes;deporvillage;6379;3,9;Tienda de artículos para deportes al aire libre, Club de ciclismo, Ciclismo en ruta, Escalada en roca, Tienda de artículos para correr;;;
Deportes;Teletienda Online;572;3,9;Tienda de artículos para el hogar, Empresa de electrónica, Tienda de accesorios de moda, Tienda de salud y belleza, Tienda de deportes;Calle Trajà, 5, Bajo;Barcelona;08004
Deportes;MeQuedoUno;835;3,8;Tienda de electrodomésticos, Tienda de ordenadores y accesorios, Tienda de informática, Tienda de muebles, Tienda de deportes, Tienda de vinos;Copérnico 14, bajos;Barcelona;08021
Deportes;fitnessdigital;577;3,8;Tienda de equipos para fitness;Avenida de Los Olmos 1, Edificio Inbisa D4, Oficina 015;Vitoria-Gasteiz;01013
Deportes;gymcompany.es;127;3,8;Tienda de equipos para fitness;;;
Deportes;Smashinn;2138;3,7;Tienda de insumos para tenis;C. Pirineus 9;Celrà;17460
Deportes;Goalinn;1707;3,7;Deportes;C/ Pirineus, 9;Celrà;17460
Deportes;Fitness Boutique;587;3,7;Tienda de equipos para fitness, Tienda de deportes, Tienda de nutrición deportiva;P.I. El Canastell C/ La Fusteria, 10-14, naves 7 y 8;San Vicente del Raspeig Alicante;03690
Deportes;Kugoo Spain;110;3,7;Tienda de patinetas, Tienda de bicicletas;Agrate Brianza (MB) Via Industrie 86;Italia;20864
Deportes;Accesorionautico;202;3,6;Tienda de navegación a vela;Amphitheatre Parkway 1600;Mountain View;94043
Deportes;Jolitec;260;3,5;Mayorista de equipos para fitness, Mayorista de electrodomésticos, Tienda de suministros de cocina, Tienda de patinetas;Zurbaran, 27;Badajoz;06002
Deportes;Xtremeinn;1261;3,4;Deportes;C/ Pirineus, 9;Celrà;17460
Deportes;Camisetasfutboleses;544;3,4;Tienda de fútbol; CC Islazul / 28054, Carabanchel - Madrid (Madrid) Local L21B;Madrid;28054
Deportes;CAMPZ;727;3,3;Tienda de artículos para deportes al aire libre, Tienda de artículos de campamento, Escalada en roca;;;
Deportes;GiveMeFit;143;3,3;Tienda de equipos para fitness;;;
Deportes;Snowinn;4873;3,2;Tienda de deportes de invierno;C Pirineus 9;Celrà ;17460 
Deportes;MBT Europe;138;3,1;Tienda de equipos para fitness;Calle Aribau 275 ;Barcelona;08021
Deportes;unobike;87;3,1;Tienda de deportes de motor;C/ Juan de Juanes 27, local bajo derecah;Alcoy;03802
Deportes;Mundofitness;88;3;Deportes;Avenida Corts Catalanes 9-11;Sant Cugat del Valles;08173
Deportes;Carethy;9477;2,5;Tienda de salud y belleza, Tienda de artículos de belleza, Tienda de nutrición deportiva, Tienda de vitaminas y suplementos;Calle de la Quimica 9-23, ;Llinars del Vallès;08450
Deportes;BKOOL;101;2,5;Ciclismo en pista cubierta;San Joaquín 3;Las Rozas;28001
Deportes;Nutritienda;272;2,3;Tienda de salud y belleza, Tienda de cosméticos, Herbolario, Perfumería, Tienda de suministros para mascotas, Tienda de nutrición deportiva;Calle Holanda 5;Griñón;28971
Deportes;Fútbol Emotion;104;2,2;Cancha de fútbol, Tienda de fútbol, Tienda de deportes;Calle Turiaso, 27. Naves 90-94;Zaragoza;50197
Deportes;Ecomerzpro;1233;2,1;Tienda de electrónica, Tienda de artículos de belleza, Tienda de equipos para fitness, Tienda de equipajes, Smart Shop;Calle Dublin 1 ;Las Rozas de Madrid ;28232 
Dinero y seguros;Miwuki Seguro Veterinario;339;4,9;Seguros para animales domésticos, Veterinario/a;;;
Dinero y seguros;vivienda2;162;4,9;Agencia inmobiliaria, Agencia de alquiler de apartamentos, Abogado especializado en transacciones inmobiliarias, Agentes inmobiliarios, Asesor inmobiliario, Agencia de alquiler de inmuebles;Calle de María de Molina 66;Madrid;28006
Dinero y seguros;SJB Global;156;4,9;Servicio de inversión;SJB Global/BFMI Office 28, Andasol Business Centre, Calle Andasol, Elviria, Marbella, Malaga, Spain ;Marbella;29604
Dinero y seguros;mundocrypto.es;151;4,9;Centro de formación, Servicios de criptomonedas, Asesor financiero, Asesor fiscal;Avenida Claudio delgado Díaz 5 ;Tenerife ;38639
Dinero y seguros;wecity;103;4,9;Inversiones inmobiliarias, Servicios financieros alternativos, Departamento de finanzas, Sociedad de inversión, Servicio de inversión, Agencia inmobiliaria;Paseo de la castellana 8;Madrid;28046
Dinero y seguros;Prestalo;90;4,9;Servicio financiero no bancario;Carrer de Tuset, 8;Barcelona;08006
Dinero y seguros;Jfpartners;89;4,9;Servicio de inversión, Centro de formación;Avenida De Manoteras 10;Madrid;28050
Dinero y seguros;Housell;3891;4,8;Agencia inmobiliaria, Agentes inmobiliarios, Asesor inmobiliario;;;
Dinero y seguros;Abbeygate Seguros España;2138;4,8;Aseguradora;Ctra Nacional 340, KM148.5;Estepona;29680
Dinero y seguros;Aplazame;1647;4,8;Banco;Calle Tiziano, 5;Madrid;28020
Dinero y seguros;Finizens;1126;4,8;Servicio de inversión;Calle de Sagasta 18, Piso 3;Madrid;28004
Dinero y seguros;Indexa Capital;1100;4,8;Servicio de inversión, Gestor de activos;Calle Serrano 213, 1º, B1;Madrid;28016
Dinero y seguros;Papernest;444;4,8;Dinero y seguros;;;
Dinero y seguros;Bitcoin Trophy;442;4,8;Servicios de criptomonedas;;;
Dinero y seguros;Sin Comisiones;71;4,8;Institución financiera;;;
Dinero y seguros;Tramitesargentinosadistancia;64;4,8;Gestoría, Servicios de documentación;Tulpenweg 8 D;Starnberg;82319
Dinero y seguros;Crealsa;1817;4,7;Banco, Servicios financieros alternativos, Servicio de cambio de cheques, Oficina de crédito, Institución financiera, Servicio de transferencia de dinero;Carrer de Menorca 19, Planta 7ª (Edificio Aqua);València;46023
Dinero y seguros;deVere Spain S.L.;358;4,7;Dinero y seguros;Edificio MS208 Parque Miramar, 2nd Floor, Avda Sanz de Tejada s/n, Mijas Costa,;Malaga;29649
Dinero y seguros;Eurochange;332;4,7;Servicio de cambio de divisas;;;
Dinero y seguros;Cryptoniters;62;4,7;Servicios de criptomonedas;;;
Dinero y seguros;spacemarbella.com;35;4,7;Dinero y seguros;Calle Africa 2;Marbella ;29660
Dinero y seguros;Spathios;29;4,7;Servicio de alquiler de locales para conferencias y reuniones, Agencia de alquiler de apartamentos, Alquiler de apartamentos vacacionales, Agencia de alquiler de apartamentos de corto plazo, Servicio de alquiler de tiendas; Carrer de la Llacuna, 162;Barcelona;08018 
Dinero y seguros;Repara tu deuda abogados;29;4,7;Servicio para casos de insolvencia, Estudio de abogados;Av. Francesc Macià 60, plantas 20, 21 y 22;Sabadell;08208
Dinero y seguros;Opinatron - Libertad Financiera, Dinero y Bolsa;28;4,7;Servicio de inversión;;;
Dinero y seguros;Younited Credit España;1463;4,6;Institución financiera;;;
Dinero y seguros;DEGIRO;829;4,6;Dinero y seguros;Rembrandt Tower-9th Floor Amstelplein 1;Amsterdam;1096 HA
Dinero y seguros;Urbanitae;357;4,6;Servicio de inversión, Inversiones inmobiliarias;Calle Hermosilla 8;Madrid;28001
Dinero y seguros;SEMPI Gold España;207;4,6;Vendedor de oro;c/ Miguel Yuste 11, 3ª planta;Madrid;28037
Dinero y seguros;Cuéntica;178;4,6;Asesor de impuestos;Paseo Independencia 8, 8ºD;Zaragoza;50004
Dinero y seguros;TaxDown;904;4,5;Asesor fiscal, Contable, Asesor de impuestos, Gestoría, Servicio de declaración de impuestos, Software para la declaración de impuestos;Carrera de San Jerónimo, 17;Madrid;28014
Dinero y seguros;Tiko;332;4,5;Agencia inmobiliaria;Paseo de la Habana 28;Madrid;28036
Dinero y seguros;Cashperplus.es;280;4,5;Dinero y seguros;The Emporium, C De Brocktorff Street;Msida;MSD 1421
Dinero y seguros;Hipoo;210;4,5;Corredor hipotecario;c/ alcala 44 6º izq;Madrid;28014
Dinero y seguros;Finanbest;206;4,5;Servicio de inversión;Paseo de la Castellana 139, 2A;Madrid;28020
Dinero y seguros;Creditoh;193;4,5;Corredor hipotecario;Ronda Maiols 1;Sant Quirze del Vallès;08192
Dinero y seguros;Deplace;160;4,5;Agentes inmobiliarios;C/ Aviador Zorita, 4;Madrid;28006
Dinero y seguros;Xrpeople;148;4,5;Dinero y seguros;;;
Dinero y seguros;TaxScouts;39;4,5;Servicio de declaración de impuestos, Asesor de impuestos, Gestoría;;Madrid;28001
Dinero y seguros;PayFit España ;37;4,5;Compañía de software, Asesoría laboral, Asesoría de recursos humanos, Servicio de nóminas, Gestoría, Software para la declaración de impuestos;Av. de Josep Tarradellas 38;Barcelona;08029
Dinero y seguros;Housfy;1887;4,4;Agentes inmobiliarios;;;
Dinero y seguros;Aegon Seguros;854;4,4;Aseguradora, Compañía de seguros;Vía de los Poblados 3;Madrid;28033
Dinero y seguros;Widilo.es Cashback;834;4,4;Servicio de cashback, Servicio de marketing de afiliación, Servicio de cupones;¿Tienes algún problema con Widilo.es?;https://www.widilo.es/mi-perfil/servicio-al-cliente;Contáctanos: 
Dinero y seguros;EBN Banco;522;4,4;Institución financiera;Paseo de Recoletos 29;Madrid;28004
Dinero y seguros;Tarjeta YOU (Advanzia Bank);446;4,4;Dinero y seguros;Apdo. de correos 52053;Madrid;28080 
Dinero y seguros;Verse;275;4,4;Institución financiera;;;
Dinero y seguros;Moneytrans;232;4,4;Servicio de transferencia de dinero;Boulevard de Waterloo 77 (Box 01),;Brussels;1000
Dinero y seguros;Petplan España - Seguro Veterinario;161;4,4;Veterinario/a, Seguros para animales domésticos;Calle Aviación, 18 ;Sevilla;41007 
Dinero y seguros;inbestMe;110;4,4;Servicio de inversión;Calle Dr. Ferran 3-5;Barcelona;08034
Dinero y seguros;Soloautonomos;106;4,4;Asesor fiscal;;;
Dinero y seguros;CryptoKG Signals;37;4,4;Servicio de cambio de divisas;;;
Dinero y seguros;Cashper.es;1171;4,3;Agencia de préstamos, Institución financiera;The Emporium, C De Brocktorff Street;Msida;MSD 1421
Dinero y seguros;SWIPCAR;590;4,3;Agencia de alquiler de automóviles, Compañía de financiación y préstamos para coches;;;
Dinero y seguros;SeQura;276;4,3;Institución financiera;Ali Bei 7;Barcelona;08010
Dinero y seguros;HomeServe España;1666;4,2;Dinero y seguros;Camino del Cerro de los Gamos 1, parque empresaria edificios 5 y 6;Pozuelo de Alarcón;28224
Dinero y seguros;Atani;32;4,2;Compañía de software, Servicio de cambio de divisas;;;
Dinero y seguros;Spotahome;7940;4,1;Agencia de alquiler de inmuebles, Agencia inmobiliaria;Calle Fuencarall 123, 5B;Madrid;28010
Dinero y seguros;Housers;977;3,9;Servicio de inversión;Calle de Dulce Chacón, 55, Planta 18;Madrid;28050
Dinero y seguros;Fit 2 Trip;945;3,9;Compañía de seguros;Irun 7;Madrid;28008
Dinero y seguros;banksandsaving.com;564;3,9;Servicio de transferencia de dinero;Calle Filá Cordón 36;Alcoy;03804
Dinero y seguros;MyInvestor;139;3,9;Servicio de inversión;;;
Dinero y seguros;InterMundial;165;3,8;Seguros de viaje;Calle de Irún, 7;Madrid;28008
Dinero y seguros;Bnext;2541;3,7;Banco;Calle de Zurbano, 71;Madrid;28010
Dinero y seguros;Tropipay;373;3,7;Servicio de transferencia de dinero;AVDA DE LA CONSTITUCION, NUM. 35 37;COSLADA;28821
Dinero y seguros;Clikalia;181;3,7;Agencia inmobiliaria, Inversiones inmobiliarias, Remodelador;Calle María De Molina, 7;Madrid;28006
Dinero y seguros;Crypton Equipment S.L.;25;3,7;Servicios de criptomonedas;Centro Comercial Centro Plaza Av. de Manolete 1;Malaga;29660
Dinero y seguros;IATI Seguros ;755;3,6;Seguros de viaje;Avinguda Diagonal 622;Barcelona;08021
Dinero y seguros;2gether;429;3,6;Servicios de criptomonedas;;;
Dinero y seguros;Qualitas Auto;264;3,6;Agencia de seguros de automóviles;Calle Albert Einstein s/n;Sevilla;41092
Dinero y seguros;Bit2Me;275;3,2;Servicios de criptomonedas;Calle Germán Bernacer, 69;Elche, ;03203
Dinero y seguros;ArenalPerfumerías;53;3,1;Dinero y seguros;;;
Dinero y seguros;Financiar24;52;2,8;Bróker financiero;Avenida de Europa 26, Edificio Ática 5, 2ª planta;Pozuelo de Alarcón, Madrid;28224
Dinero y seguros;Mind Capital;447;2,7;Servicios de criptomonedas;;;
Dinero y seguros;BAUHAUS España;276;2,6;Dinero y seguros;Amphitheatre Parkway 1600;Mountain View;94043
Dinero y seguros;WERTGARANTIE;394;2,4;Aseguradora;Breite Straße 8;Hannover;30159
Dinero y seguros;NewMotion;100;2,1;Dinero y seguros;Southampton Street 5;London;WC2E 7HA
Dinero y seguros;Reale Seguros;39;2;Compañía de seguros;Ppe de Vergara 125;Madrid;28002
Dinero y seguros;Bitnovo;281;1,9;Servicios de criptomonedas;;;
Dinero y seguros;Openbank;256;1,9;Dinero y seguros;;;
Dinero y seguros;MΑΡFRE;792;1,8;Aseguradora;;;
Dinero y seguros;ASISA;124;1,8;Aseguradora;Calle de Juan Ignacio Luca de Tena 12;Madrid;28027
Dinero y seguros;SEPHORA;77;1,8;Dinero y seguros;;;
Dinero y seguros;CaixaBank;45;1,8;Dinero y seguros;;;
Dinero y seguros;BIMBA Y LOLA;149;1,7;Dinero y seguros;;;
Dinero y seguros;ING DIRECT España;543;1,6;Dinero y seguros;;;
Dinero y seguros;DKV Salud;202;1,6;Aseguradora;Av. María Zambrano, 31;Zaragoza;50018 
Dinero y seguros;FINOCAPITAL;41;1,6;Bróker financiero, Edificio de la bolsa;;;
Dinero y seguros;Tecnocasa España;108;1,5;Asesor inmobiliario;Ronda de Segovia 44;Madrid;28005
Dinero y seguros;Helvetia Seguros;87;1,5;Dinero y seguros;Paseo de Cristóbal Colón;Sevilla;41001
Dinero y seguros;Zurich;63;1,5;Dinero y seguros;Via Augusta 200;Barcelona;08021
Dinero y seguros;Cetelem España;29;1,5;Dinero y seguros;;;
Dinero y seguros;Xiaomi Espana;343;1,4;Dinero y seguros;;;
Dinero y seguros;Seguros OCASO;195;1,4;Dinero y seguros;;;
Dinero y seguros;Verti Seguros;191;1,4;Aseguradora;Calle Doctor Esquerdo, 138, 7º;Madrid;28007 
Dinero y seguros;Pelayo Mutua de Seguros;214;1,3;Dinero y seguros;Calle de Santa Engracia 67;Madrid;28010
Dinero y seguros;EVO Banco;161;1,3;Dinero y seguros;Calle de Serrano 45;Madrid;28001
Dinero y seguros;Liberty Seguros España;106;1,3;Dinero y seguros;;;
Dinero y seguros;Plus Ultra Seguros;98;1,3;Dinero y seguros;Plaza Clave 30;Castellón de la Plana;12001
Dinero y seguros;CaixaBank;716;1,2;Dinero y seguros;;;
Dinero y seguros;Mutua Madrileña;637;1,2;Dinero y seguros;;;
Dinero y seguros;Banco Sabadell;624;1,2;Dinero y seguros;;;
Dinero y seguros;BBVA España;573;1,2;Dinero y seguros;;;
Dinero y seguros;Caser Seguros;503;1,2;Dinero y seguros;;;
Dinero y seguros;Bankia;299;1,2;Dinero y seguros;;;
Dinero y seguros;AXA España;117;1,2;Dinero y seguros;;;
Dinero y seguros;Europ Assistance España;662;1,1;Compañía de seguros;Paseo de la Castellana, 130 - Planta 1ª y 2ª;Madrid;28046
Dinero y seguros;SegurCaixa Adeslas;442;1,1;Dinero y seguros;Carrer de Juan Gris 20;Barcelona;08014
Dinero y seguros;Haya Real Estate;117;1,1;Dinero y seguros;Calle Vía de los Poblados 3;Madrid;28033
Educación y formación;Skyeng;310;4,9;Escuela de inglés;Paseo de la Castellana, 141;Madrid; 28046
Educación y formación;Ferran Font | Order Book Trading SL;237;4,9;Mentor personal, Centro educativo;SANTO DOMINGO, 3 ESC, 4 7º IZ.;ALICANTE;03004
Educación y formación;Cftsolutions;228;4,9;Compañía de software, Institución educativa, Ingeniero de nanotecnología;;;
Educación y formación;AutoescuelaApp;214;4,9;Clases;;;
Educación y formación;Mundo Forex;139;4,9;Centro de formación profesional;Av. Claudio Delgado Diaz, 5, Las Chafiras, Santa Cruz de Tenerife;Las Chafiras;38639 
Educación y formación;Formación Universitaria;3786;4,8;Educación y formación;Valparaíso 5;Sevilla;41013
